"tpr","fpr"
0.825,0.0108695652173913
0.75,0.0260869565217391
0.75,0.00434782608695652
0.7,0.00434782608695652
0.75,0.00652173913043478
0.775,0
0.85,0.00652173913043478
0.8,0.00652173913043478
0.875,0.00217391304347826
0.7,0.00652173913043478
0.8,0.0108695652173913
0.85,0.00869565217391304
0.825,0.0152173913043478
0.9,0.0152173913043478
0.75,0.0195652173913043
0.9,0.0108695652173913
0.725,0.00869565217391304
0.875,0.0130434782608696
0.85,0.00652173913043478
0.8,0.0152173913043478
0.8,0.0173913043478261
0.825,0.00434782608695652
0.8,0.0195652173913043
0.85,0.0195652173913043
0.8,0.0173913043478261
0.75,0.0130434782608696
0.75,0.00652173913043478
0.775,0.0152173913043478
0.775,0.0217391304347826
0.75,0.0173913043478261
0.8,0.00434782608695652
0.75,0.0152173913043478
0.775,0.0108695652173913
0.775,0.00869565217391304
0.8,0.00869565217391304
0.725,0.00652173913043478
0.675,0.00652173913043478
0.75,0.0195652173913043
0.75,0.00434782608695652
0.9,0.0130434782608696
0.775,0.0195652173913043
0.9,0.0130434782608696
0.9,0.0195652173913043
0.925,0.0304347826086957
0.775,0.0108695652173913
0.8,0.00434782608695652
0.65,0.0260869565217391
0.725,0.0130434782608696
0.725,0.0108695652173913
0.775,0
0.85,0.00652173913043478
0.75,0.00217391304347826
0.85,0.0217391304347826
0.7,0.00217391304347826
0.75,0.00652173913043478
0.65,0.00217391304347826
0.7,0.00652173913043478
0.875,0.00434782608695652
0.775,0.0130434782608696
0.725,0.0130434782608696
0.825,0.0152173913043478
0.75,0.0130434782608696
0.7,0.00434782608695652
0.8,0.00652173913043478
0.825,0.0108695652173913
0.85,0.0217391304347826
0.8,0.00652173913043478
0.775,0.0108695652173913
0.875,0.00652173913043478
0.75,0.00434782608695652
0.75,0.00217391304347826
0.9,0.0108695652173913
0.825,0.00869565217391304
0.7,0.00434782608695652
0.75,0.00217391304347826
0.85,0.00434782608695652
0.8,0.0108695652173913
0.725,0.0152173913043478
0.925,0.00217391304347826
0.8,0.00217391304347826
0.825,0.0195652173913043
0.75,0.0130434782608696
0.9,0.0130434782608696
0.95,0.0369565217391304
0.85,0.00652173913043478
0.775,0.0130434782608696
0.825,0.00434782608695652
0.8,0.0173913043478261
0.725,0.00652173913043478
0.8,0.0173913043478261
0.675,0.0173913043478261
0.7,0.0152173913043478
0.85,0.00434782608695652
0.775,0.0108695652173913
0.8,0.00217391304347826
0.8,0.00217391304347826
0.825,0.00434782608695652
0.85,0.00652173913043478
0.85,0.00869565217391304
0.875,0.0152173913043478
0.85,0.0239130434782609
0.825,0.00217391304347826
0.875,0.00869565217391304
0.775,0.0195652173913043
0.75,0.0108695652173913
0.9,0
0.85,0.0195652173913043
0.825,0.00869565217391304
0.725,0.00652173913043478
0.875,0
0.85,0.0108695652173913
0.8,0.0108695652173913
0.8,0.00869565217391304
0.8,0.0152173913043478
0.925,0.0282608695652174
0.8,0.0195652173913043
0.875,0.0195652173913043
0.85,0.0108695652173913
0.775,0.00869565217391304
0.825,0.0217391304347826
0.875,0.0130434782608696
0.8,0.00652173913043478
0.95,0.0217391304347826
0.8,0.00434782608695652
0.85,0.0217391304347826
0.775,0.00869565217391304
0.825,0.00434782608695652
0.675,0.00652173913043478
0.8,0.0108695652173913
0.875,0.00652173913043478
0.75,0.0108695652173913
0.8,0.0260869565217391
0.875,0.0130434782608696
0.8,0.0130434782608696
0.75,0.0108695652173913
0.85,0.0108695652173913
0.75,0.00434782608695652
0.7,0.0108695652173913
0.775,0.00869565217391304
0.9,0.00869565217391304
0.725,0.0108695652173913
0.725,0.00217391304347826
0.9,0.0108695652173913
0.775,0.00434782608695652
0.775,0.00434782608695652
0.875,0.0195652173913043
0.75,0.0195652173913043
0.85,0.00217391304347826
0.875,0.0152173913043478
0.625,0.00434782608695652
0.8,0.0130434782608696
0.7,0.00652173913043478
0.825,0.00869565217391304
0.7,0.00434782608695652
0.9,0.00434782608695652
0.675,0.00434782608695652
0.85,0.00869565217391304
0.825,0.0173913043478261
0.775,0.0152173913043478
0.825,0.0130434782608696
0.775,0.00652173913043478
0.825,0.00869565217391304
0.775,0.00652173913043478
0.85,0.0152173913043478
0.775,0.00869565217391304
0.825,0.00434782608695652
0.8,0.00652173913043478
0.875,0.00434782608695652
0.8,0.0152173913043478
0.825,0.00434782608695652
0.775,0.00217391304347826
0.8,0.00434782608695652
0.95,0.0173913043478261
0.7,0.0130434782608696
0.825,0.00652173913043478
0.9,0.0108695652173913
0.825,0.00434782608695652
0.8,0.0152173913043478
0.75,0.0152173913043478
0.725,0.00652173913043478
0.825,0.00652173913043478
0.9,0.0152173913043478
0.725,0.0130434782608696
0.75,0.0108695652173913
0.85,0.0152173913043478
0.775,0.0130434782608696
0.75,0.00869565217391304
0.85,0.0130434782608696
0.825,0
0.725,0.00869565217391304
0.8,0.0108695652173913
0.9,0.0239130434782609
0.85,0.00217391304347826
0.675,0.00652173913043478
0.8,0.00217391304347826
0.725,0.0108695652173913
0.65,0.00217391304347826
0.85,0.0260869565217391
0.875,0.0173913043478261
0.9,0.00652173913043478
